id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
27999569;Quaint Central Apartment;48253119;Daniel;Praha 1;50,0802;14,41627;Entire home/apt;1685;1;421;17/06/2025;5,09;48;341;58
28002393;The Old Town Luxury A/C Apartment in the centre;98743548;Monika;Praha 1;50,09127;14,42325;Entire home/apt;3972;3;67;07/06/2025;0,83;3;334;10
28043992;???????? ??? + ???????? ????.;135068692;Maryna;Březiněves;50,17057;14,48262;Entire home/apt;2357;2;3;13/10/2019;0,04;1;3;0
28049326;AteliÈr na HavelskÈm trûiöti;17186752;Anna;Praha 1;50,08604;14,41997;Entire home/apt;2070;3;34;25/08/2024;1,13;1;34;9
28093735;Elegant Loft at Kafka's Head;1240390;Sarah;Praha 1;50,081469;14,421291;Entire home/apt;4256;1;262;16/06/2025;3,18;18;302;68
28099991;Spacious private room in vila near Prague Castle;212258958;KarolÌna;Praha 6;50,08192;14,36308;Private room;;1;4;12/08/2024;0,05;1;0;2
28105222;Dwellfort | Luxury Apartment with Balcony and View;212297195;Sophia;Praha 8;50,08977;14,4461;Entire home/apt;2223;1;221;17/06/2025;2,7;63;284;30
28143272;Charles Bridge Large 2BRM LuxPrimeVibrant Location;211985942;Petra Ilona;Praha 1;50,08548;14,41415;Entire home/apt;5892;2;250;15/06/2025;3,03;1;182;50
28147625;Three-bedroom flat near Wenceslas Square;61544167;Dinh;Praha 2;50,07396;14,43104;Entire home/apt;4050;1;31;01/06/2025;2,82;1;194;31
28151130;APARTMENT IN FAMILY VILLA For a quiet rest;177168894;Pavel;Praha 8;50,12418;14,44544;Entire home/apt;2189;2;139;15/06/2025;1,68;1;298;21
28166493;Jana Prague;207109604;Ginosi;Praha 2;50,07256;14,43621;Entire home/apt;;1;16;15/03/2020;0,19;22;0;0
28166808;Arno Prague;207109604;Ginosi;Praha 2;50,07271;14,43667;Entire home/apt;;1;5;24/07/2019;0,06;22;0;0
28167001;Evka Prague;207109604;Ginosi;Praha 2;50,07218;14,4366;Entire home/apt;;1;5;28/12/2019;0,06;22;0;0
28167025;Ferda Prague;207109604;Ginosi;Praha 2;50,07082;14,43617;Entire home/apt;;1;0;NA;0;22;0;0
28167030;Moder hotel room for two;212755675;Hotel WHITE LION;Praha 3;50,08604;14,45086;Hotel room;24808;1;13;18/04/2022;0,17;2;364;0
28167036;Modern family room with 2 bedrooms;212755675;Hotel WHITE LION;Praha 3;50,08641;14,45182;Hotel room;24808;1;4;06/09/2020;0,06;2;364;0
28167152;Pavel Prague;207109604;Ginosi;Praha 2;50,07121;14,43657;Entire home/apt;;1;0;NA;0;22;0;0
28167955;NEW DESIGN & STYLE Apartment Old Town XXL;107032606;Nicola;Praha 1;50,083734;14,418894;Entire home/apt;11331;3;134;23/03/2025;1,64;1;80;7
28170177;Superior Double room in hotel THREE STORKS;212771737;Hotel THREE STORKS;Praha 1;50,08914;14,40617;Hotel room;17366;1;0;NA;0;3;174;0
28170180;Deluxe Double room in hotel THREE STORKS;212771737;Hotel THREE STORKS;Praha 1;50,09021;14,40579;Hotel room;20839;1;0;NA;0;3;174;0
28170186;Deluxe Triple room in hotel THREE STORKS;212771737;Hotel THREE STORKS;Praha 1;50,0887;14,40557;Hotel room;27785;1;0;NA;0;3;174;0
28196448;Dwellfort | Lovely Brand New Studio Apartment;212297195;Sophia;Praha 8;50,09174;14,44532;Entire home/apt;1695;1;582;17/06/2025;7,06;63;296;119
28196890;Dwellfort | Bright and Spacious Modern Apartment;212297195;Sophia;Praha 8;50,0918;14,44644;Entire home/apt;2200;1;350;11/06/2025;4,31;63;292;79
28197162;Dwellfort | Luxury Apartment in a Vibrant District;212297195;Sophia;Praha 8;50,09006;14,44508;Entire home/apt;1998;1;276;17/05/2025;3,51;63;270;106
28197674;Dwellfort | Premium Modern One Bedroom Apartment;212297195;Sophia;Praha 8;50,08992;14,44614;Entire home/apt;2180;1;26;11/05/2025;0,35;63;263;5
28233142;Cestmir Prague;207109604;Ginosi;Praha 2;50,07105;14,43658;Entire home/apt;;1;32;19/02/2020;0,4;22;0;0
28233188;Dalek Prague;207109604;Ginosi;Praha 2;50,07254;14,43619;Entire home/apt;;1;1;18/11/2018;0,01;22;0;0
28233214;Bronislav Prague;207109604;Ginosi;Praha 2;50,07275;14,4358;Entire home/apt;;1;4;17/12/2019;0,06;22;0;0
28233290;Beta Prague;207109604;Ginosi;Praha 2;50,07229;14,43437;Entire home/apt;;1;2;10/09/2019;0,03;22;0;0
28233322;Anuska Prague;207109604;Ginosi;Praha 2;50,07196;14,4367;Entire home/apt;;1;21;03/05/2020;0,26;22;0;0
28233337;Sionek Prague;207109604;Ginosi;Praha 2;50,07256;14,43578;Entire home/apt;;1;0;NA;0;22;0;0
28233716;Marek Prague;207109604;Ginosi;Praha 2;50,07081;14,43478;Entire home/apt;;1;1;25/09/2018;0,01;22;0;0
28233806;Lida Prague;207109604;Ginosi;Praha 2;50,07264;14,43507;Entire home/apt;;1;5;17/01/2020;0,06;22;0;0
28233832;Kaja Prague;207109604;Ginosi;Praha 2;50,07254;14,43612;Entire home/apt;;1;0;NA;0;22;0;0
28233984;Ruza Prague;207109604;Ginosi;Praha 2;50,07231;14,43652;Entire home/apt;;1;10;26/01/2020;0,13;22;0;0
28234248;Ivanka Prague;207109604;Ginosi;Praha 2;50,07237;14,43596;Entire home/apt;;1;0;NA;0;22;0;0
28234265;Hana Prague;207109604;Ginosi;Praha 2;50,07054;14,43674;Entire home/apt;;1;1;27/04/2019;0,01;22;0;0
28234384;Dusana Prague;207109604;Ginosi;Praha 2;50,07077;14,43628;Entire home/apt;;1;0;NA;0;22;0;0
28234464;Dobromil Prague;207109604;Ginosi;Praha 2;50,0704;14,43647;Entire home/apt;;1;0;NA;0;22;0;0
28234480;Cepek Prague;207109604;Ginosi;Praha 2;50,07237;14,43655;Entire home/apt;;1;0;NA;0;22;0;0
28235569;APT 1 Prague Charles Bridge 1km by Michal&Friends;52431987;Michal & Friends;Praha 5;50,07614;14,40524;Entire home/apt;2113;1;274;10/06/2025;3,33;81;350;48
28239185;Bartek Prague;207109604;Ginosi;Praha 2;50,07241;14,43508;Entire home/apt;;1;2;28/10/2019;0,03;22;0;0
28249156;Bohemian home with sunny terrace;197333937;Tereza;Praha 1;50,08077;14,42251;Entire home/apt;4590;4;29;03/01/2025;0,35;1;53;1
28324156;RETRO APARTMENT, Vinohrady;213883119;Jan A Kate;Praha 2;50,07274;14,44559;Entire home/apt;2150;4;146;24/05/2025;1,81;2;169;17
28332630;? Central Design Home near Metro & Tram 22 ?;213942290;Jan;Praha 2;50,07471;14,42377;Entire home/apt;1615;1;232;29/05/2025;2,82;2;86;64
28386195;OLD TOWN SQ. - 3 MIN WALK,  BRIGHT AND COZY, 45 M2;214305797;Robert;Praha 1;50,0847;14,42025;Entire home/apt;1793;4;226;15/06/2025;2,76;1;29;46
28393701;Modern Lesser Town Apartment Nr.10;8087351;Josef;Praha 5;50,078175;14,40462;Entire home/apt;3332;2;247;17/06/2025;3;82;340;37
28398541;Praha 4 - Retro Apartment;214371652;Karel;Praha 4;50,04809;14,44376;Entire home/apt;1823;2;84;20/04/2025;1,02;1;225;12
28404366;Bright Design Apt+sauna, AC, balcony and all metro;214442707;Jan;Praha 2;50,07465;14,423516;Entire home/apt;2633;1;352;13/06/2025;4,29;2;122;85
28405588;Design&Bright Apt+AC,sauna, balcony near all metro;214453089;Jan;Praha 2;50,07465;14,42352;Entire home/apt;3163;2;314;10/06/2025;3,81;1;129;74
28452348;Cozy Apartment with Balcony and River Sunset View;214782686;Xeniya;Praha 8;50,10534;14,47055;Entire home/apt;2356;3;66;15/01/2025;0,81;1;23;4
28456893;Praha Karibik;172117265;Dagmar;Praha 8;50,10581;14,4644;Entire home/apt;5915;21;32;14/10/2024;0,41;2;209;4
28492351;Luxury apartment, with view of Prague Castle;192062077;Maty·ö;Praha 4;50,05435;14,4187;Entire home/apt;2751;2;160;16/06/2025;2,25;1;71;7
28507205;The White Swan A/C, 2 bedrooms Apartment, centre;98743548;Monika;Praha 1;50,09125;14,42316;Entire home/apt;6465;3;58;12/06/2025;0,72;3;282;13
28507486;The Good King Wenceslas 2 bedrooms A/C Apartment;98743548;Monika;Praha 1;50,08068;14,42626;Entire home/apt;5880;3;34;14/05/2025;0,43;3;312;6
28513665;2BR apartment in city centre;103146185;Michal&Michael;Praha 1;50,079051;14,425191;Entire home/apt;3600;2;259;01/06/2025;3,17;45;305;51
28542240;Accommodation in the center-WHOLE APARTMENT;206217870;Barbora;Praha 7;50,10053;14,4211;Entire home/apt;1691;2;19;10/04/2023;0,26;1;104;0
28572818;T1-Single Standard Ensuite Room-own bathroom;215379840;Wathek;Praha 2;50,07444;14,4238;Private room;1890;1;40;10/01/2024;0,67;15;263;0
28573110;T2-Twin Standard Ensuite Private Room-own bathroom;215379840;Wathek;Praha 2;50,075405;14,423206;Private room;2100;1;61;01/06/2025;0,77;15;263;6
28592317;Lovely romance in a centre of Prague;215795546;Martina;Praha 2;50,07408;14,43004;Hotel room;3194;2;4;18/04/2022;0,05;5;342;0
28604817;Kˆnigreich der Prager Electrof¸chse;183198250;Valeriia;Praha 5;50,06835;14,40974;Private room;2200;50;0;NA;0;1;364;0
28624862;Apartment Smichov near center;25224567;Simon;Praha 5;50,06928;14,39845;Entire home/apt;2336;2;352;08/06/2025;4,28;5;172;52
28629099;Garden Apartment;106871371;Daniel;Praha 1;50,08521;14,41849;Entire home/apt;2484;1;336;03/06/2025;4,16;3;31;80
28634578;Quad Ensuite Room with own bathroom;215379840;Wathek;Praha 2;50,07453;14,42297;Private room;3225;1;13;01/08/2024;0,19;15;258;1
28635207;One Bedroom Apartment 15 - Pension City Center;215379840;Wathek;Praha 2;50,07422;14,42437;Private room;4938;1;8;29/05/2023;0,17;15;259;0
28635328;Triple Ensuite Private Room with own bathroom;215379840;Wathek;Praha 2;50,07658;14,42434;Private room;;1;34;30/05/2025;0,42;15;258;4
28637817;Parking Free Onsite | A/C | Wenceslas Square;52325890;Jirka;Praha 2;50,07855;14,43249;Entire home/apt;2113;1;373;18/06/2025;4,59;6;240;60
28649184;?ty?l?ûkov˝ superio;159710090;Frantiöek;Praha 1;50,08308;14,41837;Entire home/apt;2703;2;27;20/06/2025;1,02;6;309;12
28653239;MiniHouse RELAX, quiet periphery, 35 min centrum;126722619;Eva;Praha 13;50,0451;14,27797;Entire home/apt;720;2;108;16/06/2025;1,32;4;44;31
28657575;Urban, 2 Bedroom, six min tram Charlse bridge;799502;Anna;Praha 5;50,07321;14,40678;Entire home/apt;1401;2;196;06/06/2025;2,39;9;177;33
28657830;NEW apartment close to the centre with two rooms;216230477;Jana;Praha 3;50,08193;14,44668;Entire home/apt;1629;3;119;04/06/2025;1,58;2;55;34
28667181;⁄tulnÈ studio s parkov·nÌm na KarlÌn?;216293366;Marketa;Praha 8;50,09192;14,45396;Entire home/apt;1647;1;323;01/06/2025;3,97;1;221;51
28722728;The Flat Less Taken;68048494;Petr;Praha 7;50,09949;14,43562;Entire home/apt;4980;59;27;11/01/2020;0,33;2;178;0
28730107;Spacious cozy apt n9 in the centre 3BDR 2BTHR;216703419;Gabriela;Praha 2;50,07476;14,4299;Entire home/apt;;2;150;16/06/2025;1,84;2;255;40
28792417;??Modern Apartment?? in the Heart of The Old Town?;32319440;Honza;Praha 1;50,08906;14,42237;Entire home/apt;1825;1;192;27/05/2025;2,38;17;80;30
28824436;Family apartment with terrace under Prague Castle;60747098;Ivana;Praha 1;50,08881;14,40296;Hotel room;8169;3;30;26/01/2025;0,41;9;254;8
28859521;Rooftop Three-bedroom Apartment with terrace;9181393;Laura;Praha 2;50,07654;14,44108;Private room;;1;10;20/07/2019;0,12;1;0;0
28913385;Classy Old Town Appartment;246823842;Olinn;Praha 1;50,089836;14,427173;Entire home/apt;1880;2;284;09/06/2025;3,48;54;122;37
28914100;Dwellfort | Fabulous Brand New Designer Apartment;212297195;Sophia;Praha 8;50,0909;14,445744;Entire home/apt;2062;1;243;05/06/2025;3,02;63;277;38
28935296;Spacious cozy apt n6 in the centre 3BDR 10PER;216703419;Gabriela;Praha 2;50,07494;14,43022;Entire home/apt;4225;1;152;20/06/2025;1,9;2;217;47
28984915;Dwellfort | Luxury and Spacious Attic Apartment;212297195;Sophia;Praha 8;50,09115;14,44471;Entire home/apt;2720;1;44;31/03/2025;0,59;63;280;15
28985437;Dwellfort | Premium One Bedroom Attic Apartment;212297195;Sophia;Praha 8;50,09191;14,44614;Entire home/apt;2251;1;56;10/06/2025;0,71;63;290;12
28985871;Dwellfort | Luxury Apartment with Terrace and View;212297195;Sophia;Praha 8;50,09143;14,44693;Entire home/apt;2776;1;323;10/06/2025;3,96;63;300;60
28995723;Anna Prague;207109604;Ginosi;Praha 2;50,07267;14,43449;Entire home/apt;;1;25;28/12/2019;0,31;22;0;0
28995937;? Your Desired Happy Place in the ?? of Prague ?;218551176;Petr;Praha 2;50,07877;14,44358;Entire home/apt;2510;1;46;27/04/2025;0,57;4;339;16
28998882;?? The Flawless Home Of Your Desired City Break ??;218551176;Petr;Praha 2;50,07869;14,44589;Private room;781;1;49;10/06/2025;0,61;4;221;9
28999444;?? A Charming Place with Garden View in Center ??;218551176;Petr;Praha 2;50,07939;14,44459;Private room;1056;1;54;14/06/2025;0,69;4;78;13
29018330;Great place in the coolest district!;400864;Jaroslav;Praha 2;50,0757;14,43895;Private room;1230;1;139;12/06/2025;1,72;30;322;14
29032931;FLAT - Easy walk to anywhere;50010106;Veronika;Praha 1;50,08051;14,42112;Entire home/apt;2663;2;0;NA;0;1;354;0
29055471;Studio in the heart of Prague 2;202968795;Marcy;Praha 2;50,07578;14,42454;Entire home/apt;;4;5;03/01/2025;0,06;11;0;2
29056326;Studio in the heart of Prague;202968795;Marcy;Praha 2;50,07578;14,42454;Entire home/apt;;4;5;02/01/2025;0,08;11;0;1
29065548;Home in green, close to centre, garage;27456758;Pavlina;Praha 10;50,0864;14,49087;Entire home/apt;;3;25;02/01/2025;0,34;1;1;5
29150050;Beautiful Private Room in Floral Guesthouse;62942973;Linh;Praha 4;50,04111;14,42161;Private room;665;2;177;16/06/2025;2,17;4;17;18
29178588;NEW! 2BDR,Private Sauna&Balcony:The BEST location!;10680564;Tereza & Friends;Praha 1;50,09039;14,42134;Entire home/apt;3372;2;310;15/06/2025;3,81;66;120;41
29182224;AS Prague Aparts. National Theatre . Old Town.(AC);219898129;Abdi And Alice;Praha 1;50,08116;14,41472;Entire home/apt;2500;2;347;18/06/2025;4,27;2;171;65
29183718;Amazing romance in a centre of Prague;215795546;Martina;Praha 2;50,07408;14,43004;Hotel room;3739;1;20;07/04/2023;0,25;5;360;0
29197827;Attic apartment with balcony near the city center;103077149;Michaela;Praha 10;50,071839;14,455157;Entire home/apt;1558;1;101;17/06/2025;3,14;1;107;33
29198904;WENCESLAS SQUARE LUXURY APARTMENT;177398802;Krste;Praha 1;50,07903;14,42466;Entire home/apt;2233;1;542;02/06/2025;6,65;44;303;69
29226744;NEW Family Apartment with free parking and terrace;7085715;Tom·ö;Praha 10;50,05741;14,51382;Entire home/apt;9510;2;8;08/10/2019;0,1;8;84;0
29305937;Dwellfort | Luxury and Spacious Attic Apartment;212297195;Sophia;Praha 8;50,08979;14,44678;Entire home/apt;2180;1;212;28/05/2025;2,62;63;250;34
29318902;S1 Nice apartment, 19 min by tram to city centre;220725505;Jan;Praha 4;50,05221;14,48182;Entire home/apt;;2;364;16/06/2025;4,49;1;136;22
29352293;Comfortable apartment in Karlin;16606129;Anna;Praha 8;50,09299;14,44611;Entire home/apt;1786;1;409;04/06/2025;5,52;5;278;68
29353000;Art-Nouveau Residence by the Old Town Square;1240390;Sarah;Praha 1;50,0879;14,42511;Entire home/apt;4248;1;335;16/06/2025;4,21;18;315;62
29364074;Premium Flat in the Center of Prague 1;333807;Marco;Praha 1;50,07741;14,42852;Entire home/apt;2832;2;72;25/05/2025;0,97;2;361;10
29376261;Renovated Art Deco Apartment in the Medieval City;227945;Alex And Kate;Praha 2;50,077759;14,437157;Entire home/apt;3934;2;309;03/06/2025;3,82;97;67;48
29403642;Awesome spot for your time in Prague!;400864;Jaroslav;Praha 2;50,07377;14,43903;Private room;1142;1;123;12/06/2025;1,52;30;332;11
29431777;NEW DESIGN apartment in perfect location;216230477;Jana;Praha 3;50,08189;14,4481;Entire home/apt;1629;3;245;01/06/2025;3,27;2;41;50
29444674;Prague flat with big terrace;104331672;Radim;Praha 12;50,01711;14,43608;Entire home/apt;1297;200;25;03/01/2020;0,31;1;363;0
29500339;Modern apartment in Prague centre next to the park;15616791;Jakub;Praha 2;50,07581;14,41947;Entire home/apt;1766;3;252;07/06/2025;3,13;2;110;45
29500545;Historic Center - Stylish Family Apt with Balcony;89290937;Lucie;Praha 2;50,07706;14,41726;Entire home/apt;3538;3;147;01/06/2025;1,9;2;47;20
29511642;Quiet space in Prague 2 with ensuite bathroom;400864;Jaroslav;Praha 2;50,07596;14,43826;Private room;1100;1;93;14/06/2025;1,15;30;301;18
29534255;Vintage apartment few minutes from the city center;32643032;Radka;Praha 3;50,07929;14,45599;Entire home/apt;1500;3;215;09/06/2025;2,66;1;236;38
29553200;Florentinum Premium 3-Bedrooms, Balcony (Old Town);9345552;Romana;Praha 8;50,09108;14,4434;Entire home/apt;6657;2;179;01/06/2025;2,21;44;267;44
29563615;Apartment Milan;3359089;Milan A Blanka;Praha 5;50,05633;14,35891;Entire home/apt;970;1;103;15/06/2025;1,31;1;172;29
29602878;Ruterra Studio with Private Terrace;227945;Alex And Kate;Praha 3;50,08634;14,4433;Entire home/apt;2265;2;296;11/06/2025;3,67;97;57;55
29607918;Beautiful clean, sunny apartment;222863034;Ji?Ì;Praha 15;50,04838;14,55818;Entire home/apt;;5;5;02/01/2020;0,06;1;0;0
29612936;Quaint Executive Apartment in City Center;48253119;Daniel;Praha 1;50,08963;14,43652;Entire home/apt;1573;1;402;14/06/2025;4,98;48;361;74
29622807;Luxury apartment near the Famous Charles Bridge;222978804;Petr;Praha 1;50,0818;14,40683;Entire home/apt;9519;3;57;18/04/2025;0,71;2;61;4
29623750;Divine Private Room next to the park_01;1895342;Anatolij;Praha 7;50,104012;14,434097;Private room;684;1;252;18/06/2025;3,16;11;96;59
29627285;Divine Private Apartment, 5 Minutes from the Park;1895342;Anatolij;Praha 7;50,10311;14,43501;Entire home/apt;1156;1;140;18/06/2025;1,76;11;58;36
29670108;Cosy studio;23023000;Holeckova;Praha 5;50,07249;14,38472;Entire home/apt;2357;8;5;18/08/2019;0,07;7;80;0
29700789;Letensky Montmartre 6;3321411;Kate?ina;Praha 7;50,101048;14,417354;Entire home/apt;1704;3;59;17/06/2025;0,79;4;223;16
29733346;Free parking ï Avokado, 11 min from city center;223497489;Diljara;Praha 3;50,08338;14,46498;Entire home/apt;1688;3;147;15/06/2025;1,82;3;253;24
29735264;PRESIDENTIAL ROYAL APARTMENT IN HEART OF PRAGUE;177398802;Krste;Praha 1;50,091;14,42083;Entire home/apt;12355;1;133;26/08/2021;1,65;44;0;0
29747336;A room in a narrow house overlooking the courtyard;44932332;Jakub;Praha 2;50,076691;14,424315;Private room;1561;2;117;20/06/2025;1,49;2;156;38
29775311;Perfect view from Luxury flat in center of Prague;223458022;Anzhela;Praha 7;50,10105;14,455;Entire home/apt;1774;1;423;19/06/2025;5,32;3;300;88
29775884;Exclusive new flat in Prague with awesome view;223458022;Anzhela;Praha 7;50,10105;14,455;Entire home/apt;1637;1;391;17/06/2025;4,92;3;293;90
29821538;Apartman  8 Vlkova;224320104;ät?p·nka;Praha 3;50,08244;14,44783;Entire home/apt;;2;69;25/08/2024;0,92;7;0;1
29821701;Apartman Vlkova;224320104;ät?p·nka;Praha 3;50,08238;14,44794;Entire home/apt;;2;32;06/08/2023;0,42;7;0;0
29824508;Apart Near The Charles Bridge;224341298;Kristyna;Praha 1;50,0868;14,41572;Entire home/apt;3048;2;12;30/07/2023;0,15;1;138;0
29851536;Nice cosy studio flat Klarita;87970973;David;Praha 2;50,07328;14,4329;Entire home/apt;1273;1;274;28/05/2025;3,41;5;251;43
29892327;Under the Prague Castle - Apartment Thunovsk· 10;7970603;Mikhail;Praha 1;50,08921;14,40323;Entire home/apt;2744;2;250;13/06/2025;3,14;3;35;39
29893857;Young Style 2BDR Ruterra Apartment;227945;Alex And Kate;Praha 3;50,08655;14,4512;Entire home/apt;2616;2;271;20/06/2025;3,39;97;71;54
29923504;Apartment with 2 rooms in a quiet part of center;224987113;Ji?Ì;Praha 2;50,07596;14,44538;Entire home/apt;1496;1;35;15/06/2025;0,44;1;216;13
29951813;WENCESLAS SQUARE ROYAL APARTMENT;177398802;Krste;Praha 2;50,07722;14,42164;Entire home/apt;2807;1;442;03/06/2025;5,51;44;273;63
29962435;Art design apartment in a centre of Prague;215795546;Martina;Praha 2;50,07408;14,43004;Hotel room;5139;1;2;10/02/2022;0,05;5;315;0
29962758;Hotel Alfons Prague;215795546;Martina;Praha 2;50,07408;14,43004;Hotel room;3020;1;21;24/04/2025;0,27;5;359;1
30000087;Exclusive Flat in the center of Prague 1;333807;Marco;Praha 1;50,07841;14,4286;Entire home/apt;3706;2;122;01/06/2025;1,68;2;340;23
30037791;Cosy And?l flat for couples near Prague center;96848432;Zuzana;Praha 5;50,0716;14,40635;Entire home/apt;1298;2;82;30/05/2025;1,07;2;78;16
30054946;?? Royal Court Hotel?? 15 MIN OLD TOWN ??;3279605;Elena And Kira;Praha 2;50,06945;14,43081;Private room;;1;14;02/03/2020;0,18;16;364;0
30062810;Modern Studio in the Old Town;31263447;Kristine;Praha 1;50,08676;14,41646;Entire home/apt;3296;1;13;09/02/2020;0,16;17;273;0
30079916;WENCESLAS SQUARE 2min Cozy 2BDR id: (01);9550037;Anton & Vika;Praha 2;50,07735;14,4227;Entire home/apt;2799;2;98;14/04/2025;1,26;40;144;10
30081235;True Parkview Entire Apartment Exclusive Location;219910138;Ladislav;Praha 7;50,102573;14,420736;Entire home/apt;3156;5;48;03/05/2025;0,61;1;64;6
30082054;COSY&SUNNY flat, center 10min, park 3min, baby cot;13992250;Tomas;Praha 10;50,06785;14,4529;Entire home/apt;2118;2;58;15/06/2025;0,74;1;45;15
30084619;Large Garden Villa Suite Business-Leisure-Sports;3529680;Ond?ej;Praha 5;50,0741;14,38968;Entire home/apt;1637;1;80;08/06/2025;1;19;339;42
30101893;Large apartment in the heart of the Prague Centre;83866029;Thu Huong;Praha 1;50,081913;14,422522;Entire home/apt;3808;2;159;13/06/2025;1,99;1;284;36
30168846;Supreme Old Town Square apartment;383698;Veronika;Praha 1;50,08966;14,42005;Entire home/apt;4795;1;57;03/06/2025;0,72;39;329;13
